ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
26,2015-01-24,Limón,Talamanca,Regional,Huelga,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Negociar nueva convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,Administración Solís Rivera,Gobierno en general,No registrado,NA,Particular,No registrado o no existencia,"Un grupo de trabajadores y trabajadoras de la compañía bananera BANDECO, ubicada en Sixaola de Limón, cierra el paso sobre la carretera Sixaola-Limón para demandar la intervención del gobierno en el conflicto entre trabajadores y trabajadoras desatado luego de un cambio en la política laboral de la empresa. Según se reporta, en diciembre pasado, la compañía despidió a todas las y los trabajadores y los recontrató bajo nuevas condiciones laborales, ocasionando el malestar de un sector de las y los trabajadores. Los que protestan este día, se manifiestan de acuerdo con la nueva política, argumentando que se acerca el inicio del período lectivo y que necesitan regresar a trabajar para suplir los gastos de sus familias. Durante el bloqueo, se presenta un enfrentamiento entre ambos bandos de trabajadores, resultando en dos de estos heridos. Asimismo, el grupo de trabajadores y trabajadoras que se mantiene bloqueando, anuncia nuevos cortes de ruta para la siguiente semana.","La Nación: ONFLICTO DE EMPLEADOS PARALIZA FINCA BANANERA (2015-01-25), CR Hoy: RABAJADORES DE BANANERA ANUNCIAN EL CIERRE DEL PASO POR SIXAOLA EL PRÓXIMO LUNES (2015-01-24)"
27,2015-01-27,Limón,Talamanca,Regional,Huelga,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Negociar nueva convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MTSS,Ministerios,No registrado,NA,Particular,No registrado o no existencia,"Luego de 12 días de huelga, las y los trabajadores de la compañía bananera, declarados en huelga desde el 16 de enero se mantienen esperando la intervención del MTSS. De acuerdo con Luis Solano, presidente del SITEPP, se han presentado las denuncias correspondientes ante ese ministerio y el Ministerio Público. Sin embargo, aún no han intervenido. La huelga, según reportes, se generó luego de que la empresa, subsidiaria de la transnacional Del Monte, despidiera a todos sus trabajadores en diciembre pasado y los recontratara bajo nuevas condiciones salariales, además de no recontratar a algunos de ellos.",CR Hoy: TRABAJADORES DE BANANERA ESPERAN INTERVENCIÓN DEL MINISTERIO DE TRABAJO LUEGO DE 12 DÍAS DE HUELGA (2015-01-27)
28,2015-01-27,Limón,Talamanca,Regional,Marcha,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Solucionar la huelga en BANDECO.,Intervención del gobierno,NA,MTSS,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"El grupo de trabajadores y trabajadoras bananeras que exige la intervención del MTSS en la huelga de BANDECO, organiza este día una marcha en Sixaola, para demandar la acción de dicho ministerio. Este grupo se ha manifestado en contra de la huelga declarada por otro grupo de trabajadores y trabajadoras de la misma compañía contra cambios en la política salarial.",La Nación: EMPLEADOS DE FINCA BANANERA EN SIXAOLA REALIZARON MARCHA PARA RETOMAR SU TRABAJO (2015-01-27)
29,2015-01-28,Limón,Talamanca,Regional,Bloqueo,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Solucionar la huelga en BANDECO.,Intervención del gobierno,NA,MTSS,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mientras continúa la huelga en las fincas 1, 2 y 3 de la compañía bananera BANDECO, el grupo de trabajadores y trabajadoras de esta empresa que el día anterior marchó sobre las calles de Sixaola, establece un bloqueo sobre la ruta 36 para demandar la intervención del MTSS en el conflicto que mantiene paralizadas dichas fincas.",La Extra: EMPLEADOS COLAPSAN SIXAOLA (2015-01-28)
30,2015-01-28,Limón,Talamanca,Regional,Huelga,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Negociar nueva convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MTSS,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mientras continúa la huelga en las fincas 1, 2 y 3 de la compañía bananera BANDECO, el grupo de trabajadores y trabajadoras de esta empresa que el día anterior marchó sobre las calles de Sixaola, establece un bloqueo sobre la ruta 36 para demandar la intervención del MTSS en el conflicto que mantiene paralizadas dichas fincas.",La Extra: EMPLEADOS COLAPSAN SIXAOLA (2015-01-28)
31,2015-01-30,Limón,Talamanca,Regional,Huelga,NA,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Negociar nueva convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MTSS,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Continúa el movimiento de huelga en la compañía bananera BANDECO, ubicada en Sixaola. Este día se anuncia una reunión entre Harold Villegas, viceministro de Trabajo, y la empresa para buscar soluciones a las demandas de las y los trabajadores.",CR Hoy: VICEMINISTRO DE TRABAJO Y EMPRESA BANANERA SE REUNIRÁN PARA DEFINIR FUTURO DE EMPLEADOS (2015-01-30)
32,2015-01-15,NA,NA,No registrada,Declaración pública,Denuncia,FENACOOTAXI y el Foro Nacional de Taxistas,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Retomar discusión sobre el proyecto de ley  para definir vías exclusivas para el transporte público.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",MOPT,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Mediante una carta dirigida a Carlos Segnini, ministro de Obras Públicas y Transportes, la FENACOOTAXI y el Foro Nacional de Taxistas solicitan se retome la discusión sobre el proyecto de ley para definir vías exclusivas para el transporte público. En la carta, dichas organizaciones sostienen que existiría un beneficio general si se habilitan las vías exclusivas.",La Extra: PIDEN VÍAS EXCLUSIVAS PARA BUSES Y TAXIS (2015-01-16)
33,2015-01-16,Puntarenas,Osa,Local,Mitin o concentración,NA,"Campesinos y Campesinas de finca Térraba, Palmar Sur",Grupos y/u organizaciones campesinas,NA,Adjudicar finca.,Defensa de la producción agropecuaria,Defensa y/o acceso a la tierra para la producción campesina,Juzgado Agrario de Corredores,Poder Judicial,Respuesta positiva por vía legal,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"Un grupo de campesinas y campesinos de finca Térraba en Palmar Sur de Osa, se concentra frente a la sede del Juzgado Agrario de Corredores, en Puntarenas, para demandar que se adjudique dicha finca. Horas más tarde, el Banco Nacional es declarado como adjudicatario de la finca, el cual ofrecerá un trato preferencial para que el INDER adquiera la finca y la entregue a las y los campesinos.",La Extra: CAMPESINOS DE TÉRRABA SE SALEN CON LA SUYA (2015-01-17)
34,2015-01-20,San José,San José,Nacional,Mitin o concentración,NA,Activistas en defensa de los animales,Grupos y/u organizaciones ambientalistas,NA,Aprobar proyecto de ley contra el maltrato animal.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de activistas en defensa de los animales se manifiesta en la Asamblea Legislativa en demanda de la aprobación del proyecto de ley contra el maltrato animal. Dicho proyecto, que sanciona con pena de cárcel a las personas que maltraten animales, se encuentra convocado a las sesiones extraordinarias del plenario legislativo.",La Extra: RECLAMOS TOMAN RETORNO DE LEGISLADORES (2015-01-20)
35,2015-01-28,NA,NA,Nacional,Ciber-acciones o acciones colectivas en Internet,NA,Activistas en defensa de los animales,Grupos y/u organizaciones ambientalistas,NA,Aprobar proyecto de ley contra el maltrato animal.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mediante la red social Facebook, activistas en defensa de los animales convocan a una movilización para el siguiente 1 de febrero, contra el maltrato animal y para que se apruebe en la Asamblea Legislativa, el proyecto de ley que lo sanciona.",La Extra: CONVOCAN PROTESTA PRO DEFENSA DE ANIMALES (2015-01-28)
36,2015-01-20,San José,San José,Regional,Mitin o concentración,NA,Vecinas y Vecinos de la Zona Norte,Grupos de vecinos y vecinas,NA,Contra el desalojo de las vecinas y vecinos de la milla fronteriza de la Zona Norte.,Fiscalización de la función pública y rendición de cuentas,Solicitud de respuesta,Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En la Asamblea Legislativa, vecinas y vecinos de la milla fronteriza de la Zona Norte, se manifiestan contra la resolución de desalojo hecha por el Tribunal Ambiental, de las tierras que habitan y trabajan. Este grupo, con el apoyo de Mireya Zamora, exdiputada del Movimiento Libertario, exige una respuesta por parte de las autoridades del poder ejecutivo y legislativo.",La Extra: RECLAMOS TOMAN RETORNO DE LEGSLADORES (2015-01-20)
37,2015-01-19,NA,NA,Nacional,Reunión o Asamblea,NA,Organizaciones sindicales,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,"Contra la propuesta de ajuste salarial de 0,94% para el sector público.",Defensa del trabajo y las condiciones laborales,Aumento salarial,CNS,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"El grupo de organizaciones sindicales aglutinado en el Bloque Unitario Sindical y Social Costarricense (BUSSCO) se reúne para analizar la propuesta de ajuste salarial de 0,94% para el sector público, hecha por el gobierno en días anteriores. Los distintos sindicatos han sido enfáticos en rechazar la propuesta por lo que anticipan una ruptura de diálogo si el gobierno no negocia con ellos. Asimismo, denuncian que mientras los viceministros como el de Trabajo y Hacienda se mantienen negociando en el seno de la CNS, los ministros de estas carteras, ausentes en la mesa, han dicho que el aumento será de 0,94%.",La Extra: SINDICATOS BRAVOS CON GOBIERNO POR SALARIOS (2015-01-20)
39,2015-01-17,San José,Montes de Oca,Local,Reunión con autoridades,NA,Vecinas y Vecinos de Montes de Oca y autoridades UCR,Grupos de vecinos y vecinas,NA,Contra la construcción de infraestructura en fincas 3 y 4.,Defensa del ambiente,NA,UCR,Instituciones descentralizadas y/o autónomas,No acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Durante una asamblea, vecinas y vecinos de San Pedro de Montes de Oca, miembros del Grupo Probosque Guaymí, se manifiestan en contra del plan de construcciones de la UCR para las fincas 3 y 4. Este grupo sostiene que las edificaciones que la universidad pretende construir tendrán un impacto sobre la conservación de las áreas verdes de ambas fincas. En el caso de finca 3, donde se ubica la Ciudad Deportiva, se cuenta con edificaciones, no obstante se pretende continuar con el desarrollo de infraestructura física. Mientras tanto, finca 4 es un terreno comprado por la universidad, luego de que una constructora arrasara con el bosque que se encontraba en el área. Precisamente lo anterior es uno de los puntos de discusión entre el grupo de vecinas y vecinos y la UCR, pues los primeros sostienen, basados en el principio de irreductibilidad del bosque, que pese a haber sido destruido este continúa considerándose como tal, mientras las autoridades de la universidad consideran que no existe bosque.",CR Hoy: ASAMBLEA VECINAL EN CONTRA DE CONSTRUCCIONES EN ESPACIOS DE LA UCR REUNIÓ A MÁS DE 200 PERSONAS (2015-01-18)
