ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
5340,2018-01-07,San José,San José,Nacional,Mitin o concentración,NA,Save Movement Costa Rica,Grupos y/u organizaciones de ambientalistas,NA,Cerrar las corridas de toros,Defensa del ambiente,Defensa de los animales,Población en general,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,Aprehensión de actores,"La organización Save Movement Costa Rica realiza una manifestación dentro y fuera del redondel de las fiestas de Zapote para denunciar el maltrato animal en las corridas de toros, además exigen el cierre de este tipo de lugares y prácticas. Ese mismo día, un caballo murió en el redondel tras haber sido golpeado por un toro. Adriana Montero, organizadora del movimiento, señala que “de casualidad el mismo día que nos estamos manifestando por esta explotación animal y que pedimos que terminen estas agresiones contra los animales, sucede esto, que es lo que estamos intentando evitar. Lo que buscamos es sensibilizar a las personas sobre lo que sucede, porque no queremos que más animales salgan heridos”.

",CR Hoy: MUERTE DE CABALLO EN CORRIDAS ES CRITICADA POR DEFENSORES DE ANIMALES (2018-01-07)
5341,2018-01-08,San José,San José,No registrada,Mitin o concentración,NA,Pescadores de camarón,Grupos y/u organizaciones de pescadores y pescadoras,NA,Solicitar a Sala IV aprobar la pesca de arrastre.,Fiscalización de la función pública y rendición de cuentas,Pronunciamiento o rectificación de posición oficial,Sala IV,Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de pescadores y pescadoras de Puntarenas se concentra en las afueras de la Sala Constitucional para solicitar a las y los magistrados que emitan su criterio positivo en relación a los recursos de amparo interpuestos contra la pesca de arrastre de camarón. Kattia Bermudez, asesora de la Federación de Pescadores Artesanales, señala que “si hubiera voluntad política se podría modificar los sistemas de pesca, para cambiar el sistema de arrastres. Cuando usted quita un derecho laboral, deberíamos darle una opción al pueblo para que sigan manteniendo a sus familias, con la maricultura. Al Gobierno (de ninguna bandera política) nunca le ha interesado el sector pesca, a ningún Gobierno, ha sido una provincia olvidada, y al sector pesca pareciera que Costa Rica tiene seis provincias y no 7. No hay que ir a África ni Haití, hay que ir a Puntarenas para ver la miseria”. 
","La Extra: PRESIONAN A MAGISTRADOS POR LICENCIAS PARA PESCA DE ARRASTRE (2018-01-09), La Nación: PLAN PARA REACTIVAR PESCA DE ARRASTRE DESATA PULSO ANTE LA SALA IV (2018-01-08)"
5342,2018-01-09,NA,NA,Nacional,Declaración pública,Denuncia,ANEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Retomar investigación sobre el caso de la CCSS y el IVM,Fiscalización de la función pública y rendición de cuentas,Solicitud de respuesta,"Emilia Navas, Fiscal General",Poder Judicial,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Mediante un comunicado de prensa ANEP solicita a Emilia Navas, Fiscal General, retomar la investigación sobre el caso de la CCSS y el IVM presentado hace 7 años. Asimismo, ANEP alerta de las intenciones de elevar la edad de pensión y la reducción a un 40% del monto de la jubilación. Frente a esto el sindicato señala que es ""una burla al esfuerzo de una multiplicidad de sectores que se involucraron en una Mesa de Diálogo y que, en principio, concertaron en que ni la edad ni el monto se tocarían en lo más mínimo pues según se informó, se apostó por otras medidas alternativas para darle sostenibilidad al régimen de IVM en los próximos 20 años”.

",CR Hoy: ANEP INSISTE A FISCALÍA RETOMAR INVESTIGACIÓN SOBRE IVM (2018-01-09)
5343,2018-01-23,San José,San José,No registrada,Mitin o concentración,NA,Taxistas,Grupos y/u organizaciones de trabajadores y trabajadoras,NA,"Investigar a Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República, y Alexander Mora, ministro de Comercio Exterior por la falta de acciones contra Uber.",Fiscalización de la función pública y rendición de cuentas,NA,"Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República, y Alexander Mora, ministro de Comercio Exterior",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de taxistas protesta frente a la sede de la Fiscalía General de la República, mientras representantes de este gremio presentan denuncias contra Helio Fallas, ministro de Hacienda; Ana Helena Chacón, vicepresidenta de la República; y, Alexander Mora, ministro de Comercio Exterior, por la falta de acciones para frenar el funcionamiento de Uber en el país. Se trata de dos denuncias, la primera dirigida contra el ministro Fallas señala la falta de medidas de dicho ministerio para proceder con el cobro de los impuestos correspondientes a la empresa y sus socios. La segunda la plantean contra Chacón y Mora debido a la publicación de un decreto ejecutivo donde se permite la instalación de un centro de operaciones en Uber bajo el régimen de zona franca.",La Extra: MINISTERIO DE HACIENDA ES CÓMPLICE DE UBER (2018-01-24)
5344,2018-01-09,Alajuela,Los Chiles,Local,Huelga,NA,Trabajadores y trabajadoras de Exportaciones Norteñas con el apoyo del SITRASEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Pagar salario mínimo y respetar derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Exportaciones Norteñas,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En horas de la madrugada, trabajadores y trabajadoras de la empresa piñera Exportaciones Norteñas, ubicada en Santa Fe de Los Chiles, se declaran en huelga para reclamar el pago de salario mínimo y el respeto de sus derechos laborales. Durante los últimos años, se han presentado reiteradas huelgas en esta piñera debido a las condiciones de explotación laboral que sufren las y los trabajadores piñeros, muchos de los cuales son migrantes nicaragüenses en condición irregular. Según denuncia el SITRASEP, la empresa se rehúsa a pagar el salario mínimo argumentando que la mayoría de sus trabajadores laboran bajo la modalidad de destajo, esto es, se les paga por fruta recolectada. No obstante, la legislación laboral nacional, sostiene Jouseth Chaves, secretario de conflictos, establece que independientemente de la modalidad de contratación se debe pagar el salario mínimo el cual es de unos ₡255 mil colones mensuales.",Socialismo Hoy: ¿POR QUÉ LA HUELGA EN EXPORTACIONES NORTEÑAS? EL SALARIO MÍNIMO ES UNA DE SUS REIVINDICACIONES (2018-01-10)
5345,2018-01-09,San José,Montes de Oca,Nacional,Mitin o concentración,NA,Personas y organizaciones de la diversidad sexual,Grupos y/u organizaciones de género,De LGBTI,Apoyar dictamen de la CIDH,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas LGBTI,Población en general,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Personas y organizaciones de la diversidad sexual se concentran en la rotonda de la Hispanidad, Montes de Oca, para celebrar el fallo de la CIDH donde se ordena al estado costarricense velar y garantizar los derechos existentes en la legislación nacional a las personas LGTBI y a las parejas del mismo sexo. Este fallo de la CIDH se da tras una consulta del gobierno de Luis Guillermo Solís sobre el matrimonio entre personas del mismo sexo.


","La Extra: CIDH ORDENA A COSTA RICA LEGALIZAR MATRIMONIO GAY (2018-01-10), La Nación: CORTE INTERAMERICANA ORDENA ABRIR LA PUERTA AL MATRIMONIO GAY EN COSTA RICA (2018-01-09), CR Hoy: COLECTIVO GAY CELEBRA FALLO DE CIDH EN FUENTE DE LA HISPANIDAD (2018-01-09)"
5346,2018-01-13,Alajuela,Los Chiles,Local,Huelga,NA,Trabajadores y trabajadoras de Exportaciones Norteñas con el apoyo del SITRASEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Pagar salario mínimo y respetar derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Exportaciones Norteñas,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Continúa la huelga en la finca de Exportaciones Norteñas en Santa Fe de Los Chiles. Este día, las y los trabajadores piñeros organizan un plantón de huelga frente a las instalaciones de la empresa, el cual es intervenido por la policía resultando detenidos trabajadores, en su mayoría migrantes. Ante esta acción, el SITRASEP denuncia una maniobra conjunta entre el gobierno y la patronal para criminalizar la huelga, valiéndose de la legislación migratoria para desmovilizar la manifestación de las y los trabajadores piñeros.",Socialismo Hoy: POLICÍA DE MIGRACIÓN DETIENE A OBREROS PIÑEROS NICARAGUESES EN HUELGA PARA BENEFICIAR A EXPORTACIONES NORTEÑAS (2018-01-13)
5347,2018-01-13,Alajuela,Los Chiles,Local,Mitin o concentración,NA,Trabajadores y trabajadoras de Exportaciones Norteñas con el apoyo del SITRASEP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Pagar salario mínimo y respetar derechos laborales.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,Exportaciones Norteñas,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,Aprehensión de actores,"Continúa la huelga en la finca de Exportaciones Norteñas en Santa Fe de Los Chiles. Este día, las y los trabajadores piñeros organizan un plantón de huelga frente a las instalaciones de la empresa, el cual es intervenido por la policía resultando detenidos trabajadores, en su mayoría migrantes. Ante esta acción, el SITRASEP denuncia una maniobra conjunta entre el gobierno y la patronal para criminalizar la huelga, valiéndose de la legislación migratoria para desmovilizar la manifestación de las y los trabajadores piñeros.",Socialismo Hoy: POLICÍA DE MIGRACIÓN DETIENE A OBREROS PIÑEROS NICARAGUESES EN HUELGA PARA BENEFICIAR A EXPORTACIONES NORTEÑAS (2018-01-13)
5348,2018-01-10,NA,NA,No registrada,Declaración pública,Denuncia,Asociación de Líneas Aéreas Internacionales,Grupos y/u organizaciones de empresarios y empresarias,Del sector servicios,Denunciar lento control migratorio,Fiscalización de la función pública y rendición de cuentas,NA,Dirección General de Migración y Extranjería,Instituciones descentralizadas y/o autónomas,No diálogo,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En un comunicado la Asociación de Líneas Aéreas Internacionales denuncia el lento control migratorio de la Dirección General de Migración y Extranjería, lo que ha implicado largas filas en los aeropuertos locales. Desde setiembre de 2017, la Dirección de Migración y Extranjería realiza una entrevista personal antes de que las y los pasajeros crucen los arcos de seguridad. Frente a esta modificación en el comunicado la asociación señala que ""fuimos enfáticos en señalar que inevitablemente esto traería consigo la problemática de largas filas, a no ser que se contratara personal adicional"".",La Nación: AEROLÍNEAS REPROCHAN A MIGRACIÓN 'FALLAS INACEPTABLES' POR ATRASO EN SALIDA DE PASAJEROS (2018-01-10)
5349,2018-01-11,NA,NA,No registrada,Declaración pública,Convocatoria,"Movimiento ""No a la ideología de género-unidos por la familia""",Grupos y/u organizaciones religiosas,NA,Detener los programas de Afectividad y Sexualidad Integral,Defensa de la educación,Defensa de la calidad de la educación,MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Mediante redes sociales la agrupación “No a la ideología de Género-Unidos por la Familia” convoca a una manifestación para el próximo 8 de febrero con el objetivo de frenar los programas de Educación para la Afectividad y Sexualidad Integral del MEP. Esta agrupación hace un llamado a madres y padres de familia de no enviar a sus hijos en el  reinicio del ciclo lectivo.


",CR Hoy: MOVIMIENTO LLAMA A PROTESTA MIENTRAS MEP DEFIENDE EDUCACIÓN SEXUAL (2018-01-11)
5350,2018-01-15,Guanacaste,Cañas,Regional,Huelga,NA,Trabajadores y trabajadoras de la Municipalidad de Cañas con el apoyo de la seccional ANEP-Municipalidad de Cañas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Respetar la convención colectiva de trabajo.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,"Julio Viales, alcalde de Cañas",Alcalde Municipal,Acuerdo de negociar,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Desde horas de la mañana, un grupo de trabajadores y trabajadoras de la Municipalidad de Cañas, en la provincia de Guanacaste, se declara en huelga ante el incumplimiento de lo estipulado en su convención colectiva de trabajo. De acuerdo con las y los manifestantes, el alcalde Julio Viales ha irrespetado varios de los artículos de la convención entre los cuales se encuentran el pago de un 4% correspondiente a peligrosidad y el de pólizas de vida. Asimismo, denuncian que desde el 2009 no cumple con los ajustes salariales. Según informa Diario Extra, cumplidas 12 horas de huelga, cerca de las 6 p.m. la protesta es depuesta tras un acuerdo para entablar una mesa de negociación.

","CR Hoy: TRABAJADORES DE MUNICIPALIDAD DE CAÑAS LOGRAN ACUERDO Y LEVANTAN HUELGA (2018-01-15), CR Hoy: TRABAJADORES DE MUNICIPALIDAD DE CAÑAS EN HUELGA (2018-01-15)"
5377,2017-09-16,NA,NA,No registrada,Declaración pública,Pronunciamiento,SINDIJUD y otras organizaciones sindicales del poder judicial,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,"Investigar a Celso Gamboa, magistrado de la Sala III, y a Jorge Chavarría, fiscal general de la República.",Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,Corte Plena,Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Mediante un pronunciamiento público, el Sindicato de la Judicatura de Costa Rica (SINDIJUD) y otras organizaciones sindicales del poder judicial se manifiestan en favor de una investigación contra Celso Gamboa, magistrado de la Sala III, y Jorge Chavarría, fiscal general de la República. En el caso de Gamboa, durante las últimas semanas se ha cuestionado su relación con el empresario Juan Carlos Bolaños, investigado por la obtención de un crédito bajo condiciones dudosas para la importación de cemento desde China. Por su parte, en el caso de Chavarría se le cuestionan sus declaraciones contra dos jueces del Tribunal Penal del Segundo Circuito Judicial que ordenaron retomar la investigación contra el expresidente Óscar Arias en el caso Crucitas.",La Extra: SINDICATOS JUDICIALES PIDEN INVESTIGAR A MAGISTRADO (2017-09-16)
