ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
1143,2016-06-16,San José,San José,Regional,Marcha,NA,Estudiantes de las cinco universidades públicas y trabajadores y trabajadoras de la UCR,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,"Cumplir con el 8% para la educación pública y el 1,5% para la educación superior y convocar a las representaciones estudiantiles y sindicales a las mesas de negociación",Defensa de la educación,Presupuesto para la educación pública,Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,General,Presencia policial,"Con una marcha, estudiantes de las cinco universidades públicas y trabajadores y trabajadoras de la UCR demandan el cumplimiento del mandato constitucional de otorgar el 8% del PIB para la educación pública y el 1,5% para la educación superior, así como la participación de las organizaciones estudiantiles y sindicales en las negociaciones del FEES donde solo tienen representación los rectores y el gobierno. Tras llegar a la sede del Poder Ejecutivo, una comitiva de las y los manifestantes se reúne con autoridades de gobierno para entregar el pliego petitorio. Los representantes de las cinco federaciones de estudiantes y Ana Gabriel Zuñiga, ministra a.i. de la Presidencia, intercambian posiciones sobre el tema. La delegación estudiantil reclama información clara sobre el presupuesto pues según ellos reciben datos contradictorios por parte de los ministerios. Zuñiga sostiene que el gobierno mantiene su compromiso de no reducir el presupuesto para el sector educación.","La Nación: ESTUDIANTES DE UNIVERSIDADES PÚBLICAS MARCHAN POR MÁS PRESUPUESTO (2016-06-16), CR Hoy: ESTUDIANTES EXIGEN MÁS PLATA PARA LAS UNIVERSIDADES (2016-06-16), La Extra: UNIVERSITARIOS INICIAN MARCHA POR FEES (2016-06-16), La Extra: UNIVERSITARIOS LLEGAN A CASA PRESIDENCIAL (2016-06-16), La Extra: UNIVERSIDADES SE MOVILIZAN PARA EXIGIR RECURSOS (2016-06-16), Socialismo Hoy: ESTUDIANTES Y TRABAJADORES DE UNIVERSIDADES PÚBLICAS MARCHAN POR PRESUPUESTO (2016-06-25)"
1144,2016-06-16,San José,San José,Regional,Reunión con autoridades,NA,Representantes de estudiantes de las cinco universidades públicas y trabajadores y trabajadoras de la UCR y autoridades gubernamentales,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,"Cumplir con el 8% para la educación pública y el 1,5% para la educación superior y convocar a las representaciones estudiantiles a las mesas de negociación",Defensa de la educación,Presupuesto para la educación pública,Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,General,No registrado o no existencia,"Con una marcha, estudiantes de las cinco universidades públicas y trabajadores y trabajadoras de la UCR demandan el cumplimiento del mandato constitucional de otorgar el 8% del PIB para la educación pública y el 1,5% para la educación superior, así como la participación de las organizaciones estudiantiles y sindicales en las negociaciones del FEES donde solo tienen representación los rectores y el gobierno. Tras llegar a la sede del Poder Ejecutivo, una comitiva de las y los manifestantes se reúne con autoridades de gobierno para entregar el pliego petitorio. Los representantes de las cinco federaciones de estudiantes y Ana Gabriel Zuñiga, ministra a.i. de la Presidencia, intercambian posiciones sobre el tema. La delegación estudiantil reclama información clara sobre el presupuesto pues según ellos reciben datos contradictorios por parte de los ministerios. Zuñiga sostiene que el gobierno mantiene su compromiso de no reducir el presupuesto para el sector educación.","La Extra: UNIVERSIDADES SE MOVILIZAN PARA EXIGIR RECURSOS (2016-06-16), La Extra: UNIVERSITARIOS LLEGAN A CASA PRESIDENCIAL (2016-06-16), La Extra: UNIVERSITARIOS INICIAN MARCHA POR FEES (2016-06-16), CR Hoy: ESTUDIANTES EXIGEN MÁS PLATA PARA LAS UNIVERSIDADES (2016-06-16), La Nación: ESTUDIANTES DE UNIVERSIDADES PÚBLICAS MARCHAN POR MÁS PRESUPUESTO (2016-06-16), La Extra: UNIVERSITARIOS EXIGEN DEFINIR PRESUPUESTO DEL FEES (2016-06-17), Socialismo Hoy: ESTUDIANTES Y TRABAJADORES DE UNIVERSIDADES PÚBLICAS MARCHAN POR PRESUPUESTO (2016-06-25)"
1145,2016-06-16,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Maquila Lama,Grupos y/u organizaciones de empresarios y empresarias,Del sector agrícola o agroindustrial,Investigar prácticas monopolísiticas,Intervención del gobierno,NA,COPROCOM-MEIC y LAICA,Ministerios,No registrado,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"Juan Carlos Sandoval, gerente de la empresa importadora Maquila Lama, presenta una denuncia ante el MEIC contra la LAICA por supuestas prácticas monopolísticas. La denuncia puesta ante la COPROCOM se sustenta en el artículo 12 de la Ley de Promoción de la Competencia y Defensa Efectiva del Consumidor. Según Sandoval, representantes de ventas de la LAICA se han presentado en comercios ofreciendo mejores condiciones como el otorgamiento de créditos a cambio de no vender el azúcar Mr. Máximo, comercializado en Costa Rica por Maquila Lama. Ante la denuncia, Édgar Herrera, director de la LAICA, rechaza lo dicho por Sandoval y agrega que el conflicto obedece a un caso sin solucionar en el MEIC sobre dumping contra Maquila Lama.","La Extra: MAQUILA LAMA PIDE AL MEIC DETENER A LAICA (2016-06-16), La Extra: MAQUILA LAMA DENUNCIA A LAICA (2016-06-16), CR Hoy: EMPRESA DENUNCIA PRESIONES DE LAICA CONTRA COMERCIOS ANTE EL MEIC (2016-06-16)"
1146,2016-06-16,San José,Goicoechea,No registrada,Mitin o concentración,NA,Organizaciones sindicales,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,"Contra el aumento salarial de 0,5% para el sector privado",Defensa del trabajo y las condiciones laborales,Aumento salarial,CNS,Ministerios,No registrado,Participación conjunta,General,No registrado o no existencia,"Un grupo de dirigentes sindicales mantiene un mitin en el sétimo piso del MTSS mientras se decide el porcentaje de aumento para las y los trabajadores del sector privado. Finalmente, es aprobada la propuesta del poder ejecutivo, representado por el ministro y viceministro de Trabajo, de 0,5% para el sector y de 2% para las trabajadoras domésticas. También se aprueba la elaboración de una nueva fórmula de cálculo salarial, la cual es apoyada por los representantes de la laboral, la patronal y el gobierno.",La Extra: CONSERJE CON SALARIO MENSUAL DE ¢288.386 TENDRÁ AUMENTO DE ¢1.441 (2016-06-16)
1147,2016-06-17,San José,Santa Ana,Regional,Bloqueo,NA,Estudiantes del CTP de Santa Ana,Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Nombrar junta de administración,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP y Municipalidad de Santa Ana,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de estudiantes del CTP de Santa Ana, cierra el acceso a ese centro educativo como medida de protesta ante la falta de nombramiento de los integrantes de la junta de administración lo cual está impidiendo la ejecución de recursos económicos fundamentales para la institución. Según denuncian las y los estudiantes, faltan servicios de primera necesidad como agua y luz, así como papel.","La Extra: ESTUDIANTES PARALIZAN COLEGIO DE SANTA ANA (2016-06-17), La Extra: ESTUDIANTES PROTESTAN PORQUE NI PAPEL TIENEN (2016-06-18), CR Hoy: COLEGIALES AMENAZAN CON CERRAR VÍA EN SANTA ANA (2016-06-17)"
1148,2016-06-02,San José,San José,Nacional,Reunión con autoridades,NA,Un grupo de trabajadoras del sexo y la Asociación de Trabajadoras Sexuales La Sala,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Presentar borrador de proyecto de ley para reconocer el trabajo sexual independiente,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las mujeres,Asamblea Legislativa,Asamblea Legislativa,Se recibe la petición,Participación conjunta,Particular,No registrado o no existencia,"Un grupo de trabajadoras del sexo acompañadas por la Asociación de Trabajadoras Sexuales La Sala, presenta en la Asamblea Legislativa un borrador de proyecto de ley, para que el Estado reconozca el trabajo sexual independiente, y se de la creación de un consejo nacional que tutele sus derechos y les permita acceder a asistencia integral en salud, en miras de combatir la discriminación y violencia que viven las trabajadoras del sexo. Nubia Ordóñez señala que “en este momento estamos invisibilizadas. Queremos saber que tenemos derechos como mujeres. Este es un proyecto para que las mujeres puedan trabajar libremente”.
","La Nación: TRABAJADORAS DEL SEXO PIDEN LEY PARA RECONOCER SUS DERECHOS (2016-06-02), CR Hoy: TRABAJADORAS DEL SEXO PIDEN QUE ESTADO RECONOZCA SUS DERECHOS (2016-06-02)"
1150,2016-06-21,San José,San José,Regional,Marcha,NA,Taxistas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Resolver los recursos de inconstitucionalidad sobre la Ley 8.955 y bloquear la aplicación Uber,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Sala Constitucional,Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Un grupo de taxistas marcha sobre la Avenida Segunda en dirección a la Sala Constitucional en San José, para protestar contra la falta de un pronunciamiento de la sala sobre los recursos de inconstitucionalidad presentados contra la Ley 8.955. Este gremio defiende la Ley y sostiene que una posible declaratoria de inconstitucionalidad dejaría desprotegidas a unas 40 mil familias que viven de los ingresos generados por este servicio público. Por el contrario, Otto Guevara, diputado del ML, critica la manifestación y dice confiar en la declaratoria de inconstitucionalidad. Tras la protesta, los representantes de los taxistas sostienen un encuentro con tres magistrados de la Sala Constitucional, el cual valoran como ""positivo"". No se detalla lo conversado.","La Extra: HOY TAXISTAS PROTESTARÁN A PATA (2016-06-21), La Extra: TAXISTAS TOMAN AVENIDA SEGUNDA (2016-06-21), CR Hoy: MÁS DE MIL TAXISTAS TOMARÍAN LA AVENIDA SEGUNDA (2016-06-21), La Nación: TAXISTAS MARCHAN HACIA LA SALA IV EN CONTRA DE ACCIÓN DE INCONSTITUCIONALIDAD (2016-06-21), La Extra: MAGISTRADOS Y TAXISTAS SE REUNIERON EN SALA IV (2016-06-22)"
1151,2016-06-21,San José,San José,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,CICR,Grupos y/u organizaciones de empresarios y empresarias,Del sector industrial,Declarar inconstitucional la convención colectiva de RECOPE,Otros,NA,Sala Constitucional,Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La CICR presenta una nueva acción de inconstitucionalidad contra la convención colectiva de la RECOPE. Hace unos días la Sala Constitucional dio trámite a una acción presentada por Otto Guevara, diputado del ML. Esta cámara argumenta que 8 cláusulas de la convención colectiva, incluidas en el cálculo de las tarifas del combustible, no deben considerarse en dicha fórmula. Dichas cláusulas suman unos ¢5 mil millones, los cuales no debería estar incluidos en el cálculo final, sostiene la CICR.","CR Hoy: PRESENTAN NUEVA ACCIÓN CONTRA CONVENCIÓN COLECTIVA DE RECOPE (2016-06-21), La Extra: INDUSTRIALES LLEVAN A RECOPE ANTE SALA IV (2016-06-22)"
1152,2016-06-21,San José,San José,Regional,Reunión con autoridades,NA,Representantes de taxistas y magistradas y magistrados de la Sala Constitucional,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Resolver los recursos de inconstitucionalidad sobre la Ley 8.955 y bloquear la aplicación Uber,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Sala Constitucional,Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Un grupo de taxistas marcha sobre la Avenida Segunda en dirección a la Sala Constitucional en San José, para protestar contra la falta de un pronunciamiento de la sala sobre los recursos de inconstitucionalidad presentados contra la Ley 8.955. Este gremio defiende la Ley y sostiene que una posible declaratoria de inconstitucionalidad dejaría desprotegidas a unas 40 mil familias que viven de los ingresos generados por este servicio público. Por el contrario, Otto Guevara, diputado del ML, critica la manifestación y dice confiar en la declaratoria de inconstitucionalidad. Tras la protesta, los representantes de los taxistas sostienen un encuentro con tres magistrados de la Sala Constitucional, el cual valoran como ""positivo"". No se detalla lo conversado.","La Extra: MAGISTRADOS Y TAXISTAS SE REUNIERON EN SALA IV (2016-06-22), CR Hoy: MÁS DE MIL TAXISTAS TOMARÍAN LA AVENIDA SEGUNDA (2016-06-21), La Extra: TAXISTAS TOMAN AVENIDA SEGUNDA (2016-06-21), La Extra: HOY TAXISTAS PROTESTARÁN A PATA (2016-06-21)"
1153,2016-06-21,Alajuela,Alajuela,Regional,Mitin o concentración,NA,"Estudiantes, madres y padres de familia y vecinas y vecinos del Pacto del Jocote con el apoyo del PT",Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Construcción de colegio,Defensa de la educación,Mejora y/o construcción de infraestructura educativa,MEP y Municipalidad de Alajuela,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Frente a la Municipalidad de Alajuela, un grupo de estudiantes, madres, padres, vecinas y vecinos de la comunidad del Pacto del Jocote, demandan la construcción de un nuevo colegio. Según denuncian, el actual centro de educación se ubica en un salón comunal, el cual no reúne las condiciones necesarias. Incluso, en agosto de 2015 el MINSA ordenó el desalojo de las instalaciones ante peligros para la salud de las y los estudiantes. Este mismo día, se celebra una reunión entre representantes del Comité de Lucha por la Construcción del Colegio, conformado con el apoyo del PT, y autoridades municipales y del MEP. Según se informa, la reunión concluye sin acuerdos firmes para la construcción del nuevo colegio.","Socialismo Hoy: VECINOS Y ESTUDIANTES DEL PACTO DEL JOCOTE SE MANIFIESTAN POR LA CONSTRUCCIÓN DE UN NUEVO COLEGIO (2016-06-22), La Extra: EXIGEN COLEGIO DIGNO PARA SUS HIJOS (2016-06-22)"
1154,2016-06-21,Alajuela,Alajuela,Regional,Reunión con autoridades,NA,Representantes del Comité de Lucha por la Construcción del Colegio y autoridades municipales y ministeriales,Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Construcción de colegio,Defensa de la educación,Mejora y/o construcción de infraestructura educativa,MEP y Municipalidad de Alajuela,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Frente a la Municipalidad de Alajuela, un grupo de estudiantes, madres, padres, vecinas y vecinos de la comunidad del Pacto del Jocote, demandan la construcción de un nuevo colegio. Según denuncian, el actual centro de educación se ubica en un salón comunal, el cual no reúne las condiciones necesarias. Incluso, en agosto de 2015 el MINSA ordenó el desalojo de las instalaciones ante peligros para la salud de las y los estudiantes. Este mismo día, se celebra una reunión entre representantes del Comité de Lucha por la Construcción del Colegio, conformado con el apoyo del PT, y autoridades municipales y del MEP. Según se informa, la reunión concluye sin acuerdos firmes para la construcción del nuevo colegio.","La Extra: EXIGEN COLEGIO DIGNO PARA SUS HIJOS (2016-06-22), Socialismo Hoy: VECINOS Y ESTUDIANTES DEL PACTO DEL JOCOTE SE MANIFIESTAN POR LA CONSTRUCCIÓN DE UN NUEVO COLEGIO (2016-06-22)"
1155,2016-06-22,San José,San José,No registrada,Reunión o Asamblea,NA,Sindicatos del Poder Judicial,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Contra la reforma del régimen de pensiones del Poder Judicial,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Tras una asamblea de representantes sindicales del Poder Judicial, estos deciden ratificar el llamado a huelga para el día siguiente. La protesta se convoca en el marco de las discusiones legislativas para reformar el régimen de pensiones de este poder de la República. El llamado cuenta con el apoyo de las y los magistrados de las distintas salas. La reforma implica, entre otras cosas, la aplicación de nuevos impuestos a las pensiones superiores a los ¢2,6 millones.",La Extra: CORTE PLENA APOYA HUELGA DE EMPLEADOS JUDICIALES (2016-06-22)
1156,2016-06-23,San José,San José,No registrada,Marcha,NA,Trabajadoras y Trabajadores del Poder Judicial,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Contra la reforma del régimen de pensiones del Poder Judicial,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En horas de la mañana, trabajadoras y trabajadores del Poder Judicial se movilizan desde el complejo de edificios de la Corte Suprema de Justicia con dirección a la sede del Poder Legislativo, en el centro de San José. La protesta busca defender su régimen de pensiones de eventuales reformas, las cuales se han estado discutiendo recientemente en la Asamblea Legislativa.","La Extra: EMPLEADOS JUDICIALES ENCARAN A DIPUTADOS POR PENSIONES (2016-06-23), La Nación: EMPLEADOS JUDICIALES MARCHAN PARA OPONERSE A PROYECTO QUE GRAVA PENSIONES (2016-06-23), La Extra: JUDICIALES FRENAN A DIPUTADOS EN RÉGIMEN DE PENSIONES (2016-06-24)"
1157,2016-06-22,Alajuela,Los Chiles,Regional,Declaración pública,Denuncia,Trabajadores y Trabajadoras de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de trabajadores de la empresa piñera Santa Fe denuncia haber sido despedido como parte de una política de persecución sindical en su contra. Este grupo formó parte del Comité de Huelga de Santa Fe que en los pasados meses de marzo y abril desarrolló movimientos de protesta contra la violación de sus derechos laborales. La huelga de abril concluyó con la firma de una serie de acuerdos entre las partes y la fundación del SITRASEP, integrado por las y los trabajadores de dicha empresa. Ahora, según ellos, la empresa ha iniciado una política de despidos dirigida contra los participantes de ese comité, pues en ninguno de los casos existe causa justificada de despido.",Socialismo Hoy: TRABAJADORES DENUNCIAN DESPIDOS INJUSTOS (2016-06-23)
1158,2016-06-25,San José,San José,Nacional,Marcha,NA,Personas en favor de abrir el monopolio de RECOPE,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Abrir el monopolio de RECOPE,"En favor o en contra de concesión, apertura y/o privatización","En favor de concesión, apertura y/o privatización",Administración Solís Rivera,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"En horas de la mañana, toma lugar la marcha denominada ""Ya no más RECOPE"" convocada por varios grupos de ciudadanas y ciudadanos que demandan la apertura del monopolio de la estatal dedicada a la importación y distribución de hidrocarburos. La movilización parte de la estatua de León Cortés en La Sabana y concluye en el Parque Central en San José. Este mismo grupo pretende obtener la aprobación del TSE para celebrar un referéndum para decidir sobre la apertura del monopolio. También apoyan otros proyectos de ley para reformar los sistemas de remuneraciones del sector público.","La Nación: INDIGNADOS PIDEN APROBACIÓN DE LEYES CONTRA PRIVILEGIOS EN SECTOR PÚBLICO (2016-06-25), La Extra: CIUDADANOS MARCHAN CONTRA RECOPE (2016-06-25), CR Hoy: CONSUMIDORES MARCHAN HARTOS DE AUMENTOS EN PRECIO DE COMBUSTIBLES (2016-06-25), La Nación: INDIGNADOS PIDEN FRENO PARA PRIVILEGIOS SALARIALES (2016-06-26)"
1159,2016-06-25,Alajuela,Grecia,No registrada,Mitin o concentración,NA,Extrabajadores y Extrabajadoras de la empresa Ibérico,Grupos y/u organizaciones de trabajadores y trabajadoras,De extrabajadores y extrabajadoras y pensionados y pensionadas,Pagar dineros adeudados,Defensa del trabajo y las condiciones laborales,Pago de prestaciones,Empresa Ibérico,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de ex trabajadoras y ex trabajadores de la empresa procesadora de pollo Ibérico se manifiestan frente a las instalaciones de la misma, demandando el pago de sus prestaciones. Según denuncian, los despidos iniciaron tras el cierre técnico de la planta debido a contaminación ambiental, pues su producción superaba la capacidad de la planta de tratamiento. El cierre había sido ordenado por el MINSA y el SENASA, y posteriormente dejado sin efecto por el Tribunal Contencioso Administrativo.",CR Hoy: EXEMPLEADOS DE PROCESADORA DE POLLO EXIGEN PAGO (2016-06-25)
1160,2016-06-26,San José,San José,No registrada,Marcha,NA,Diversos grupos en defensa de los derechos de las personas sexualmente diversas,Grupos y/u organizaciones de género,De LGBTI,Reconocer los derechos de las personas sexualmente diversas,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas LGBTI,Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Este día se celebra la Marcha de la Diversidad, donde participan distintos grupos de personas en defensa de los derechos de la población LGBTI. La marcha transcurre sobre las principales calles de la capital y se estima una participación de entre 20 mil y 30 mil personas. La misma cuenta con el apoyo de varias entidades de gobierno y de Ana Helena Chacón, vicepresidenta de la República. Entre los grupos participantes se encuentran activistas trans, miembros de la organización Transvida que, según una de sus integrantes, participa para visibilizar a esta población y la violencia que sufren en las calles.","La Extra: MARCHAN POR DIGNIFICACIÓN DE DERECHOS DE COMUNIDAD LGBTI (2016-06-25), CR Hoy: CALLES LLENAS DE COLORES GRITARON: ¡NO MÁS DISCRIMINACIÓN! (2016-06-26), La Nación: CIUDADANOS COSTARRICENSES CELEBRAN LA DIVERSIDAD Y LA IGUALDAD DE DERECHOS (2016-06-26), La Extra: CON MULTITUDINARIA MARCHA COMUNIDAD LGTBI EXIGE RESPETO (2016-06-27)"
1161,2016-06-27,San José,San José,No registrada,Paro,NA,Trabajadores y Trabajadoras del ICT,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Defender el sistema salarial,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,ICT,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de trabajadoras y trabajadores del ICT se declara en paro de labores ante recientes declaraciones de Mauricio Ventura, ministro de Turismo, sobre la posible revisión del sistema salarial del instituto para evitar problemas futuros. Se trata del primer movimiento de este tipo en los 60 años de historia del ICT, según se cita en informes de prensa. Jimmy Álvarez, presidente de la ASOCIT, declara que meses atrás se había establecido un proceso de negociación entre las partes para revisar el sistema salarial, no obstante el mismo fue desconocido por el ministro Ventura.","La Nación: EMPLEADOS DEL ICT EN PARO POR REVISIÓN DE ESQUEMA SALARIAL (2016-06-27), CR Hoy: TRABAJADORES DEL ICT EN PARO DE LABORES POR DECLARACIONES DEL MINISTRO (2016-06-27), La Extra: TRABAJADORES DEL ICT EN PARO POR PLUSES SALARIALES (2016-06-27), La Extra: SINDICATO DEL ICT ADUCE PERSECUCIÓN DEL MINISTRO VENTURA (2016-06-28)"
1162,2016-06-28,San José,San José,No registrada,Mitin o concentración,NA,Educadoras y Educadores afiliados a la ANDE y SEC,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,No aprobar el proyecto de ley de educación dual,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Frente a la Asamblea Legislativa, en San José, un grupo de educadoras y educadores afiliados a dos de los sindicatos magisteriales mayoritarios protestan contra el proyecto de ley de educación dual. Dicho proyecto pretender permitir que estudiantes mayores de 15 años combinen las labores de estudio y trabajo basados en un convenio suscrito entre colegios, empresas y estudiantes. Las organizaciones sindicales se han opuesto desde el principio a dicha iniciativa, pues la consideran un paso más hacia la ""mercantilización"" de la educación y factor potencial de deserción escolar de las y los estudiantes. Se espera que para el día siguiente, nuevamente las y los docentes protesten mediante una huelga convocada por la APSE.","CR Hoy: EDUCADORES PROTESTAN CONTRA PROYECTO DE EDUCACIÓN DUAL (2016-06-28), La Extra: MAESTROS HOY A LA ASAMBLEA LEGISLATIVA (2016-06-28)"
1163,2016-06-28,San José,San José,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,ACL,Grupos y/u organizaciones de usuarios y usuarias,NA,Contra el Tarifario de Procedimientos Médico-Quirúrgicos,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",Colegio de Médicos y Cirujanos,Otros,Se recibe la petición,No registrada o no existencia de alianzas,General,No registrado o no existencia,"La ACL presenta un recurso de amparo contra el recién publicado Tarifario de Procedimientos Médico-Quirúrgicos emitido por el Colegio de Médicos y Cirujanos, con el cual se busca establecer los parámetros de precios para la prestación de este tipo de servicios de salud en el sector privado. De acuerdo con la ACL, el colegio profesional ""no tiene potestad para fijar tarifas de servicios básicos que atentan contra la salud de la ciudadanía. Menos de la forma arbitraria y sin consulta a la ciudadanía, como lo hizo"". Por su parte, Alejandro Madrigal, fiscal adjunto del colegio, declara que se basan en distintos criterios legales emanados de entidades como la CGR, la PGR y de jurisprudencia de la Sala Constitucional en la que se le permite a los colegios profesionales definir tarifas. También agrega que la entrada en vigencia del tarifario ha sido suspendida hasta setiembre, mientras estudian las dudas de los distintos sectores.",La Extra: PRESENTAN AMPARO CONTRA COLEGIO DE MÉDICOS (2016-06-28)
1164,2016-06-28,NA,NA,Nacional,Declaración pública,Pronunciamiento,"Varias organizaciones indígenas, ambientalistas y de derechos humanos",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Indígenas,Cuestionar directriz de consulta indígena,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Con un pronunciamiento público, un conjunto de organizaciones indígenas, ambientalistas y de derechos humanos, entre otras, se manifiestan en relación con la reciente publicación de la directriz número 042-MP para la construcción de un mecanismo de consulta con los pueblos indígenas. De acuerdo con la propuesta del Poder Ejecutivo, dicho mecanismo emanaría de un proceso de diálogo con las y los indígenas, lo cual implicaría, entre otras cosas, visitas a los 24 territorios para consultar sobre el contenido de dicho mecanismo. No obstante, para las organizaciones firmantes la directriz es el ""camino hacia el mecanismo"" para lo cual el gobierno primero debería de cumplir con el proceso de ""saneamiento territorial"" en donde existe una reconocida ocupación ilegal de tierras por parte de no-indígenas, como es el caso de Salitre, Ujarrás y Térraba en el cantón de Buenos Aires. Asimismo, consideran que la directriz está pensada según los intereses del gobierno y de los grupos de poder económico interesados en desarrollar proyectos de distinta naturaleza en los territorios indígenas. También demandan la discusión del proyecto de ley 14.352, de Autonomía de los Pueblos Indígenas, el cual se ha mantenido en la corriente legislativa durante más de 20 años. Entre las organizaciones firmantes se encuentran el FRENAPI, FECON y SERPAJ.",CR Hoy: CUESTIONAN DIRECTRIZ PARA CONSULTA INDÍGENA (2016-06-28)
1165,2016-06-24,Alajuela,Los Chiles,Regional,Reunión o Asamblea,NA,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Este día, trabajadoras y trabajadores de la piña afiliados al SITRASEP participan en una asamblea para discutir el clima de persecución sindical contra varios de sus dirigentes sindicales y las posibles acciones ante esta situación. Esta misma semana, el sindicato denunció el despido de 8 trabajadores, entre los que se encontraban dirigentes y participantes de las últimas huelgas contra la empresa Santa Fe. Tras la asamblea, deciden iniciar una campaña de denuncia y de fortalecimiento de su organización, para lo cual viajarán a San José para sostener reuniones con otras organizaciones sindicales y visibilizar su situación.",Socialismo Hoy: SITRASEP SE ORGANIZA CONTRA LA POLÍTICA ANTI-SINDICAL DE EXPORTACIONES NORTEÑAS (2016-06-27)
